crop,year,season,rainfall_mm,temperature,humidity,nitrogen,phosphorus,potassium,ph,area_hectares,irrigation,fertilizer_used,yield_tons_per_hectare
Soybean,2016,Kharif,545.1,29.6,67.1,152.5,41.7,194.0,7.26,232.02,1,0,2.25
Maize,2017,Kharif,788.7,23.7,61.5,199.6,33.9,260.7,7.03,220.33,0,1,4.37
Cotton,2019,Kharif,914.2,29.8,61.0,112.6,40.5,204.1,6.46,368.71,0,1,1.49
Rice,2018,Kharif,1119.5,30.9,90.0,136.9,24.6,259.9,6.62,266.1,0,1,2.71
Cotton,2020,Kharif,726.7,22.1,56.2,180.5,36.7,186.5,6.39,321.18,1,1,1.91
Rice,2016,Kharif,1277.4,31.4,83.1,201.0,41.3,326.7,5.76,133.06,0,1,3.79
Sugarcane,2021,Summer,1106.7,34.1,88.5,277.6,59.6,248.7,7.22,139.49,0,1,57.13
Wheat,2022,Rabi,489.4,22.5,55.4,248.1,59.2,219.1,7.29,269.18,1,1,4.94
Rice,2017,Kharif,1248.5,31.4,86.9,205.6,45.1,270.1,6.08,430.11,1,1,4.74
Cotton,2018,Kharif,899.2,28.0,75.7,168.5,53.6,169.5,7.26,236.35,1,1,2.07
Wheat,2016,Rabi,598.5,21.2,68.9,243.4,35.3,140.2,6.89,211.81,0,0,2.09
Rice,2015,Kharif,1204.7,29.7,77.7,165.8,57.4,180.1,6.52,125.51,1,1,4.55
Soybean,2018,Kharif,739.0,25.8,61.9,125.2,63.9,206.9,7.22,120.88,1,1,3.81
Maize,2023,Kharif,687.7,26.7,64.4,208.3,51.7,162.9,6.28,452.96,0,0,4.3
Cotton,2016,Kharif,624.6,30.5,75.1,202.7,26.4,165.4,7.03,310.46,1,0,1.23
Wheat,2023,Rabi,503.0,23.8,63.9,189.7,63.5,225.4,7.83,183.04,1,1,3.09
Wheat,2015,Rabi,569.8,22.4,51.7,183.3,55.8,155.4,7.27,400.51,0,1,3.4
Rice,2024,Kharif,958.7,31.0,78.9,186.6,27.7,275.6,6.3,138.3,0,1,2.97
Soybean,2023,Kharif,750.7,29.9,67.7,107.1,44.9,181.5,7.07,431.55,0,1,2.24
Wheat,2023,Rabi,538.0,26.2,66.1,258.5,68.4,166.1,6.94,101.53,0,1,3.05
Maize,2020,Kharif,832.1,27.8,60.2,197.1,52.1,211.1,7.27,343.43,1,0,5.32
Rice,2018,Kharif,1187.0,31.6,90.0,233.1,42.2,193.4,6.27,305.81,1,1,4.24
Wheat,2020,Rabi,523.8,24.8,58.2,265.5,58.3,188.9,7.48,62.96,0,1,3.41
Cotton,2023,Kharif,900.7,30.5,58.4,207.6,36.4,167.8,7.2,50.3,1,0,2.14
Rice,2015,Kharif,1298.1,32.7,81.4,182.8,42.4,246.7,6.84,381.5,0,0,3.59
Rice,2023,Kharif,1311.1,31.1,77.4,292.5,51.6,326.5,6.33,390.6,1,1,6.96
Rice,2016,Kharif,1128.3,29.3,86.8,214.1,35.1,310.3,5.98,98.58,0,1,3.89
Soybean,2023,Kharif,676.1,30.2,67.3,92.5,52.8,202.8,7.1,29.52,0,1,2.06
Sugarcane,2016,Summer,1200.4,28.0,82.1,177.0,67.4,310.9,7.06,322.11,1,1,62.35
Maize,2015,Kharif,694.4,26.0,71.6,193.7,53.9,264.5,7.31,499.26,0,0,4.11
Soybean,2017,Kharif,796.6,27.4,66.5,127.5,56.9,190.4,5.86,432.55,0,1,3.07
Rice,2023,Kharif,1160.0,28.8,79.7,160.7,37.3,260.4,6.33,47.6,1,1,3.7
Rice,2023,Kharif,1460.5,30.3,90.0,91.8,40.2,218.1,7.25,230.23,1,1,3.42
Cotton,2020,Kharif,921.7,27.4,55.2,176.9,45.3,242.5,6.79,489.61,0,0,1.82
Rice,2020,Kharif,1348.1,32.0,88.0,225.8,47.3,166.3,7.0,340.24,0,1,3.58
Wheat,2023,Rabi,449.9,20.5,58.1,215.8,50.1,193.5,6.74,191.26,0,1,3.21
Wheat,2021,Rabi,573.5,21.1,54.3,216.7,42.0,200.0,6.74,136.93,0,1,3.6
Rice,2020,Kharif,1373.9,28.6,84.8,144.6,43.9,268.0,6.4,173.41,0,1,4.31
Wheat,2016,Rabi,486.9,25.6,57.0,219.4,66.6,155.5,7.29,201.75,0,1,3.28
Maize,2015,Kharif,641.7,28.2,62.8,199.5,51.5,157.8,6.71,72.49,0,1,4.45
Maize,2021,Kharif,774.5,27.5,65.8,256.1,40.3,216.0,6.84,140.98,0,1,5.83
Wheat,2018,Rabi,538.9,21.3,59.8,239.5,54.1,240.5,7.37,72.51,1,1,4.46
Soybean,2023,Kharif,681.1,26.0,66.4,135.3,43.2,176.8,6.85,303.09,0,0,2.52
Soybean,2017,Kharif,692.6,25.9,70.5,100.8,51.8,216.7,6.6,379.5,1,0,2.33
Soybean,2019,Kharif,813.0,27.0,80.3,98.1,40.1,196.7,6.62,190.75,0,1,2.05
Cotton,2018,Kharif,909.1,29.1,61.7,180.7,38.0,201.3,6.98,308.54,1,0,2.03
Cotton,2021,Kharif,802.7,28.7,63.7,168.1,34.3,177.9,6.92,282.79,1,0,2.12
Turmeric,2023,Kharif,957.3,30.8,84.5,232.4,44.6,297.6,6.83,478.21,1,1,9.37
Wheat,2015,Rabi,599.7,22.5,52.0,246.2,62.2,230.6,6.97,251.42,0,0,3.82
Wheat,2017,Rabi,535.7,21.0,49.0,231.9,72.6,163.6,8.3,480.58,1,1,3.57
Sugarcane,2021,Summer,1126.8,33.0,81.8,287.9,76.3,336.9,7.26,79.78,0,1,100.02
Maize,2023,Kharif,658.6,26.9,61.9,159.7,47.3,220.7,7.14,191.73,0,1,4.62
Sugarcane,2021,Summer,997.9,32.2,82.3,283.1,59.0,392.3,6.83,393.32,1,0,92.37
Wheat,2022,Rabi,539.6,20.6,50.1,204.3,49.8,224.7,7.43,393.43,0,0,2.74
Rice,2022,Kharif,1262.5,27.9,86.3,205.5,35.5,189.2,6.28,417.89,0,1,3.42
Turmeric,2015,Kharif,891.7,27.7,73.8,175.3,40.3,263.8,6.55,101.57,1,0,7.89
Wheat,2021,Rabi,587.9,24.1,59.5,198.4,56.3,192.5,6.46,153.48,0,0,2.43
Rice,2024,Kharif,1307.8,26.0,84.5,228.5,49.1,256.6,6.83,437.19,1,1,4.79
Maize,2022,Kharif,771.8,27.8,63.7,201.5,41.2,155.7,6.22,485.32,1,1,4.97
Turmeric,2018,Kharif,1052.9,27.1,69.4,189.8,43.0,222.9,6.44,475.8,0,0,6.04
Maize,2020,Kharif,650.3,29.8,53.2,254.5,49.3,207.6,6.73,118.38,1,1,4.79
Cotton,2016,Kharif,778.2,26.0,60.1,158.0,39.7,296.6,7.18,409.58,1,1,3.03
Wheat,2015,Rabi,550.6,23.2,60.9,207.2,47.2,140.0,7.46,90.12,1,1,3.17
Wheat,2019,Rabi,574.3,23.5,58.2,188.1,60.0,176.0,7.03,384.23,1,0,3.25
Turmeric,2022,Kharif,884.8,29.2,79.6,162.3,47.7,210.3,6.88,85.23,0,0,6.47
Sugarcane,2020,Summer,1048.1,33.0,80.2,300.0,41.4,400.7,6.76,481.96,0,1,91.68
Cotton,2020,Kharif,742.0,27.6,53.5,185.6,53.0,171.0,7.27,19.34,0,1,2.01
Cotton,2020,Kharif,773.9,28.6,58.8,226.4,42.0,227.1,6.26,185.51,1,0,2.52
Wheat,2019,Rabi,534.0,18.2,48.7,261.7,54.8,194.2,7.47,74.47,1,1,3.91
Cotton,2019,Kharif,879.3,24.9,57.8,122.5,31.9,244.3,6.62,40.69,0,1,1.73
Cotton,2016,Kharif,794.3,28.2,45.5,159.9,36.2,169.8,7.69,117.67,0,1,1.59
Rice,2020,Kharif,1228.1,30.7,75.2,213.6,37.6,184.1,6.41,187.25,0,1,3.39
Rice,2017,Kharif,1143.2,29.1,86.1,159.6,45.2,260.3,6.34,392.1,0,1,3.84
Wheat,2021,Rabi,478.7,20.4,62.7,202.3,42.4,213.5,7.56,107.22,1,1,3.43
Cotton,2021,Kharif,835.2,26.0,65.1,190.9,60.2,219.2,6.65,146.76,0,1,2.46
Rice,2018,Kharif,1390.3,27.7,90.0,152.1,41.0,262.3,5.98,139.75,0,0,2.55
Maize,2021,Kharif,884.6,27.7,59.3,241.1,68.7,184.6,6.26,60.23,1,1,6.63
Maize,2024,Kharif,566.8,31.1,58.9,205.1,41.3,221.2,7.13,395.32,0,1,3.45
Rice,2019,Kharif,1248.5,31.0,85.1,238.1,52.8,228.0,6.14,390.23,0,1,4.66
Soybean,2018,Kharif,800.4,25.9,50.4,91.7,30.3,155.6,6.71,129.32,1,1,2.07
Rice,2024,Kharif,1144.7,29.8,83.3,120.9,47.7,269.0,6.95,409.98,0,1,3.95
Wheat,2020,Rabi,559.0,23.9,51.9,205.6,61.4,194.2,7.25,3.79,0,0,2.92
Sugarcane,2023,Summer,947.6,31.0,72.3,225.8,72.4,318.1,7.16,190.8,1,0,64.78
Cotton,2023,Kharif,863.5,26.6,59.9,122.2,38.9,241.3,6.31,420.74,0,1,1.92
Rice,2015,Kharif,1033.6,32.1,90.0,206.8,38.3,200.4,6.41,314.59,0,1,3.27
Cotton,2024,Kharif,642.1,26.1,69.1,174.1,39.3,264.6,6.99,373.95,0,1,2.21
Wheat,2016,Rabi,502.5,19.8,47.3,166.3,53.1,224.3,6.84,315.6,1,1,3.05
Rice,2015,Kharif,1252.1,32.1,85.8,205.8,38.1,246.5,6.67,311.43,1,1,3.83
Rice,2018,Kharif,1383.1,31.6,90.0,144.6,46.8,271.1,6.74,16.91,0,1,3.8
Maize,2023,Kharif,667.4,25.4,61.6,190.2,52.7,227.2,6.84,374.02,0,0,4.99
Cotton,2018,Kharif,901.4,29.7,57.3,208.2,28.5,280.9,7.17,369.13,0,1,2.15
Rice,2022,Kharif,1383.1,28.8,90.0,286.3,45.1,214.7,6.2,99.93,1,1,5.08
Maize,2024,Kharif,797.6,30.0,61.5,162.2,68.6,198.1,6.62,466.58,0,0,4.13
Maize,2015,Kharif,786.9,24.5,76.5,224.7,51.0,232.5,7.27,25.04,0,1,4.3
Wheat,2016,Rabi,542.1,20.4,59.1,257.8,48.4,229.1,6.89,201.4,1,1,4.66
Maize,2024,Kharif,708.0,28.0,72.5,166.9,51.0,167.5,7.55,316.66,0,1,3.75
Cotton,2022,Kharif,820.8,25.1,67.1,160.8,31.0,229.8,7.1,208.36,0,1,1.88
Wheat,2022,Rabi,499.3,21.1,53.1,213.5,47.1,164.5,7.06,216.05,1,0,3.53
Cotton,2024,Kharif,854.0,29.8,53.4,189.2,40.4,254.5,6.65,188.83,1,1,2.83
Soybean,2015,Kharif,697.9,23.7,60.0,111.5,54.1,227.1,6.58,171.92,0,1,2.38
Cotton,2020,Kharif,761.9,30.9,59.1,226.8,41.0,165.2,6.5,300.57,1,1,2.65
Soybean,2015,Kharif,804.7,29.2,69.3,106.3,49.6,156.3,7.12,265.45,0,1,2.28
Turmeric,2023,Kharif,894.1,25.2,78.8,124.8,43.6,251.3,6.06,252.33,0,1,7.03
Maize,2022,Kharif,574.1,27.5,71.4,243.3,54.0,200.6,6.62,74.84,0,1,5.63
Soybean,2015,Kharif,798.2,26.9,71.5,112.2,55.2,209.4,7.31,375.83,1,1,3.32
Wheat,2016,Rabi,529.6,22.9,50.8,196.9,55.5,194.5,6.95,98.05,0,1,3.4
Wheat,2018,Rabi,575.4,24.4,59.4,208.5,47.8,170.9,7.17,234.44,0,1,2.62
Maize,2015,Kharif,736.1,28.2,70.1,174.5,45.9,203.0,6.26,83.26,1,1,4.02
Sugarcane,2019,Summer,1049.1,31.7,82.0,283.2,43.8,322.7,6.77,28.88,0,0,75.87
Rice,2023,Kharif,1392.5,34.7,84.8,159.3,45.0,195.5,6.61,162.75,0,1,3.04
Cotton,2021,Kharif,730.7,27.7,66.5,171.7,38.8,219.1,7.06,413.12,1,1,2.31
Rice,2022,Kharif,1403.6,32.8,69.6,156.1,57.7,238.1,6.03,464.65,0,1,3.23
Rice,2022,Kharif,1384.2,33.2,82.3,271.0,37.8,212.1,6.84,442.52,0,1,4.08
Cotton,2017,Kharif,646.4,31.6,59.1,138.5,34.1,252.7,6.85,489.03,1,0,1.59
Wheat,2017,Rabi,570.6,19.6,47.4,251.8,57.7,151.3,7.64,247.33,1,0,3.02
Sugarcane,2023,Summer,1021.8,31.0,74.5,272.7,71.0,426.8,7.02,270.14,1,1,115.91
Cotton,2018,Kharif,675.8,26.1,68.0,139.2,43.1,219.1,7.04,147.76,0,1,2.07
Rice,2018,Kharif,1266.5,32.6,82.2,209.1,49.7,232.7,6.63,91.44,0,1,4.15
Rice,2018,Kharif,1251.1,28.1,81.3,213.5,50.5,232.1,6.84,299.22,0,0,4.02
Wheat,2022,Rabi,492.9,19.7,46.1,231.7,75.4,191.5,7.01,458.24,1,1,4.18
Soybean,2017,Kharif,711.8,23.3,57.8,131.1,42.4,160.6,6.93,101.54,1,1,2.64
Sugarcane,2018,Summer,1173.9,36.6,74.9,203.9,58.6,307.7,7.28,442.15,0,1,53.34
Wheat,2024,Rabi,552.7,22.7,54.7,228.4,61.3,139.5,7.1,56.26,0,1,4.05
Turmeric,2019,Kharif,893.2,28.0,73.4,207.6,53.3,269.4,6.71,135.67,0,0,8.87
Rice,2021,Kharif,1274.9,28.4,90.0,166.0,54.4,253.4,7.35,487.41,0,1,3.94
Cotton,2017,Kharif,834.5,32.8,60.2,161.4,33.7,243.0,7.34,298.8,0,0,1.54
Cotton,2016,Kharif,857.5,30.7,56.7,190.5,18.7,156.6,6.96,151.61,1,1,1.71
Wheat,2016,Rabi,529.2,23.2,49.2,239.6,39.0,123.4,7.29,156.43,1,0,3.0
Cotton,2020,Kharif,854.7,24.6,61.5,201.2,33.9,224.8,6.76,376.96,1,0,2.35
Maize,2021,Kharif,621.1,29.8,59.2,209.8,53.0,234.1,6.57,316.28,0,1,5.08
Cotton,2015,Kharif,848.7,29.1,65.4,154.2,45.3,223.7,6.55,487.15,1,0,1.89
Maize,2024,Kharif,735.0,25.8,38.9,199.5,40.5,224.6,6.64,465.87,1,0,3.53
Turmeric,2016,Kharif,859.9,28.9,76.9,172.2,48.5,198.1,6.58,46.56,0,1,8.56
Cotton,2024,Kharif,737.6,27.4,60.8,148.9,27.8,292.2,6.78,341.88,1,1,2.98
Wheat,2016,Rabi,512.2,18.7,59.0,229.8,58.8,223.6,7.77,109.49,0,1,2.72
Wheat,2020,Rabi,476.2,22.7,64.8,234.7,56.0,185.6,7.15,436.25,1,0,3.64
Maize,2019,Kharif,589.1,26.7,60.8,195.4,35.4,102.6,7.01,208.79,0,1,2.91
Rice,2018,Kharif,1357.8,29.3,70.0,165.4,52.1,232.8,6.02,259.48,1,0,3.44
Rice,2016,Kharif,1216.2,32.6,81.7,222.5,51.1,267.1,6.63,181.58,1,1,5.95
Sugarcane,2017,Summer,1330.2,30.3,67.0,282.0,68.1,324.8,7.3,44.99,1,1,85.57
Maize,2023,Kharif,731.8,30.5,60.8,210.5,51.7,211.1,6.76,16.04,1,0,5.32
Wheat,2020,Rabi,642.2,24.1,47.9,224.8,56.4,185.5,8.33,448.08,1,1,2.97
Maize,2019,Kharif,940.1,26.7,75.4,244.0,43.5,230.9,6.39,44.02,1,1,5.7
Soybean,2020,Kharif,784.8,28.5,56.1,133.3,63.6,225.9,6.25,351.12,0,0,2.61
Maize,2018,Kharif,842.3,26.9,76.8,222.4,60.8,183.6,6.84,300.41,1,1,5.69
Soybean,2015,Kharif,712.2,24.5,61.9,89.9,31.9,184.4,6.69,393.2,0,1,2.02
Maize,2015,Kharif,681.9,28.0,66.4,215.4,49.9,206.8,6.48,482.91,0,1,5.14
Wheat,2024,Rabi,572.5,20.4,60.6,239.8,48.0,223.1,7.53,394.8,0,0,3.21
Rice,2016,Kharif,1361.3,28.8,72.0,157.6,27.5,235.3,6.58,431.15,0,1,3.15
Rice,2019,Kharif,1487.1,26.8,76.1,187.9,49.6,218.4,6.68,305.97,0,1,3.79
Wheat,2017,Rabi,595.1,22.2,61.2,255.4,53.3,148.8,7.37,197.48,0,1,3.11
Turmeric,2018,Kharif,948.1,30.9,81.3,198.0,69.2,267.7,6.43,171.66,0,1,9.44
Wheat,2024,Rabi,471.4,25.1,51.9,191.6,41.1,162.6,6.67,426.73,1,1,2.9
Cotton,2015,Kharif,912.6,28.3,68.2,176.0,34.4,242.8,7.23,49.97,1,1,2.39
Cotton,2023,Kharif,882.4,28.9,63.3,128.7,39.5,215.9,7.58,30.96,1,1,2.1
Rice,2016,Kharif,1204.6,30.4,78.9,242.5,46.2,259.6,6.14,98.21,0,1,4.7
Rice,2015,Kharif,1487.9,32.3,86.9,229.9,50.0,280.4,7.41,312.47,0,1,3.45
Cotton,2022,Kharif,795.4,29.5,59.1,206.5,37.1,229.4,6.57,359.91,0,0,2.25
Wheat,2021,Rabi,468.5,23.0,55.7,281.5,60.3,200.0,6.95,190.34,1,0,3.83
Rice,2016,Kharif,1283.4,32.1,76.6,234.2,39.5,173.5,6.78,274.12,1,1,4.23
Rice,2016,Kharif,1430.3,28.8,84.6,149.5,37.0,229.8,5.9,86.78,1,0,2.76
Cotton,2016,Kharif,827.7,29.9,59.7,152.4,45.0,217.7,6.83,296.28,0,1,1.86
Sugarcane,2017,Summer,1239.1,34.6,73.8,216.3,72.8,360.7,7.03,156.08,1,1,84.72
Turmeric,2022,Kharif,883.6,30.1,64.0,200.1,30.3,149.4,7.04,378.54,0,1,5.51
Cotton,2018,Kharif,675.7,28.6,56.8,134.6,40.1,230.7,6.8,217.27,0,0,1.78
Cotton,2019,Kharif,868.3,27.6,67.0,154.0,26.5,246.4,7.06,329.77,0,1,2.1
Cotton,2018,Kharif,677.2,29.3,43.9,150.3,57.0,185.5,7.5,423.29,0,1,1.53
Soybean,2021,Kharif,642.8,28.5,68.8,113.3,54.0,239.9,6.75,323.94,0,1,2.78
Cotton,2021,Kharif,956.0,27.2,55.8,186.6,35.4,237.6,6.88,394.57,0,0,1.83
Sugarcane,2018,Summer,1157.5,33.9,73.7,241.4,76.5,263.0,6.44,257.41,0,1,68.03
Wheat,2023,Rabi,507.3,22.9,50.4,203.7,69.1,218.7,7.22,143.32,0,1,4.14
Wheat,2017,Rabi,559.7,21.8,55.6,203.4,48.4,211.1,7.19,152.09,1,0,3.86
Rice,2017,Kharif,1359.8,29.3,75.3,222.2,46.4,275.6,6.69,214.57,0,0,4.68
Soybean,2024,Kharif,892.4,26.2,69.2,112.8,43.6,246.0,6.4,396.06,1,1,3.64
Cotton,2021,Kharif,874.8,25.0,69.3,83.8,56.0,203.4,6.61,37.28,0,1,1.43
Turmeric,2024,Kharif,893.2,29.9,86.1,184.0,52.4,239.3,6.33,186.5,1,1,9.74
Turmeric,2023,Kharif,950.0,29.0,69.2,183.5,42.4,299.8,5.83,347.13,0,1,8.23
Soybean,2016,Kharif,667.0,27.8,65.1,94.3,44.7,153.9,6.23,368.84,0,1,2.18
Sugarcane,2015,Summer,1163.1,29.2,90.0,267.5,54.3,329.0,7.21,22.19,0,1,63.5
Sugarcane,2021,Summer,1171.3,30.9,87.2,255.3,75.6,339.8,6.59,254.46,1,1,99.38
Wheat,2018,Rabi,553.6,20.0,50.0,184.6,65.7,115.0,7.63,206.91,0,1,2.61
Cotton,2021,Kharif,686.7,27.2,60.4,197.4,40.6,283.8,7.15,455.69,0,1,2.42
Maize,2022,Kharif,719.7,29.4,71.6,227.2,44.9,233.4,5.95,403.4,0,1,4.44
Cotton,2023,Kharif,632.9,21.2,60.4,205.5,49.2,255.6,7.74,290.57,1,0,1.93
Wheat,2019,Rabi,598.1,22.2,67.6,191.6,67.2,259.4,7.4,225.32,1,1,3.75
Cotton,2017,Kharif,733.8,24.2,73.7,176.8,57.9,233.2,6.75,480.48,0,0,1.69
Wheat,2019,Rabi,553.2,23.7,65.4,240.5,46.2,229.7,7.24,457.63,1,1,4.65
Cotton,2016,Kharif,727.0,28.6,61.2,172.2,50.5,162.7,7.13,84.81,0,1,1.96
Rice,2018,Kharif,1341.2,29.0,80.5,215.8,24.7,285.2,6.13,381.17,0,1,3.51
Rice,2016,Kharif,1452.6,29.4,71.1,180.4,47.6,260.4,6.4,21.0,0,1,3.95
Wheat,2017,Rabi,549.7,22.1,52.2,227.7,40.5,233.5,6.95,248.36,0,1,3.66
Soybean,2016,Kharif,853.0,23.0,80.5,95.2,44.5,180.7,6.25,255.79,0,1,1.66
Rice,2021,Kharif,979.5,29.7,82.6,227.6,30.8,273.1,6.23,392.84,1,1,4.89
Sugarcane,2015,Summer,1044.3,36.1,78.5,244.4,50.7,244.0,7.37,409.43,0,0,41.05
Wheat,2024,Rabi,530.9,18.0,53.3,190.4,57.3,183.3,6.89,337.73,1,0,3.19
Wheat,2019,Rabi,521.2,22.3,52.9,201.9,73.8,206.2,6.67,74.35,0,0,3.4
Soybean,2015,Kharif,687.1,29.6,62.9,131.7,48.2,160.7,6.81,302.68,0,0,2.13
Soybean,2019,Kharif,780.5,24.9,54.1,108.3,61.0,182.3,7.31,157.02,0,1,2.51
Wheat,2023,Rabi,495.0,20.5,66.4,253.1,50.2,217.6,7.35,37.4,1,1,3.88
Soybean,2022,Kharif,749.8,29.4,62.9,138.3,45.5,175.3,7.43,179.54,0,1,2.9
Rice,2016,Kharif,1258.2,31.4,80.3,136.7,48.5,239.1,6.81,290.77,1,1,4.31
Maize,2021,Kharif,591.5,28.0,62.6,140.3,59.0,293.2,6.8,385.26,0,0,5.3
Turmeric,2023,Kharif,872.4,29.3,74.0,143.7,25.0,199.5,5.94,285.65,0,1,5.61
Wheat,2018,Rabi,634.4,23.7,52.9,184.2,55.7,203.9,7.29,121.92,1,1,4.32
Maize,2015,Kharif,820.3,29.3,60.6,188.4,70.4,267.7,7.16,15.11,0,1,5.34
Turmeric,2021,Kharif,827.4,27.5,70.4,202.9,40.5,220.1,6.43,176.84,1,1,9.07
Maize,2023,Kharif,676.1,27.4,61.2,180.7,43.3,244.0,6.57,392.52,1,1,6.48
Soybean,2019,Kharif,731.7,24.1,58.4,147.5,41.2,153.6,7.3,89.25,0,0,2.29
Sugarcane,2023,Summer,1151.2,29.8,86.8,266.0,63.6,349.4,6.47,12.02,1,1,90.87
Wheat,2016,Rabi,516.3,21.7,60.3,173.5,51.9,158.9,7.41,276.12,1,1,2.89
Sugarcane,2024,Summer,1255.6,36.5,81.7,248.5,67.6,321.8,7.02,305.99,0,0,62.74
Rice,2018,Kharif,1402.5,29.6,84.4,223.1,43.8,198.8,7.06,241.01,1,0,3.68
Sugarcane,2016,Summer,1093.6,32.2,85.7,277.5,70.1,309.1,7.41,62.59,0,1,79.44
Wheat,2017,Rabi,685.2,22.4,46.1,234.7,55.8,190.0,7.89,404.46,1,0,2.93
Wheat,2019,Rabi,556.5,23.6,64.1,206.1,38.0,214.9,7.3,496.39,1,1,3.2
Cotton,2023,Kharif,696.1,33.0,48.1,169.9,32.1,208.7,7.28,158.85,1,1,1.51
Wheat,2017,Rabi,523.1,21.8,43.8,203.0,41.7,170.8,6.96,61.19,0,0,2.3
Maize,2021,Kharif,587.8,27.9,59.5,227.2,48.2,257.8,7.08,67.49,0,1,4.46
Wheat,2022,Rabi,547.5,22.0,52.7,179.2,69.0,250.6,7.4,335.43,0,1,4.19
Sugarcane,2023,Summer,1252.0,31.6,74.4,210.4,50.3,274.2,6.37,184.6,1,1,64.3
Sugarcane,2015,Summer,1259.2,30.1,69.1,217.0,77.7,306.3,7.0,173.35,1,1,74.69
Rice,2024,Kharif,1126.9,31.4,71.2,203.6,42.6,268.2,6.0,172.75,1,1,4.05
Maize,2020,Kharif,676.6,25.4,70.0,271.4,54.2,233.0,6.61,274.58,1,1,7.56
Maize,2017,Kharif,775.7,25.2,45.3,201.6,71.7,171.0,6.79,451.92,1,1,5.02
Cotton,2022,Kharif,873.9,29.5,63.3,196.0,32.4,130.4,7.36,42.51,0,1,1.73
Soybean,2015,Kharif,784.8,27.8,59.7,160.0,36.2,143.6,6.62,149.31,0,1,2.74
Soybean,2023,Kharif,710.2,26.1,76.2,143.4,50.2,205.0,6.54,217.73,0,1,2.83
Wheat,2016,Rabi,509.0,24.6,48.8,164.0,34.6,100.0,7.41,298.07,0,0,1.7
Wheat,2022,Rabi,578.9,22.3,56.8,234.8,51.5,227.8,6.79,195.34,1,1,5.09
Wheat,2019,Rabi,556.4,25.3,66.5,271.0,50.1,244.1,6.31,427.55,0,1,3.01
Cotton,2022,Kharif,900.4,30.9,59.6,208.4,36.1,284.4,6.34,79.29,1,1,2.73
Rice,2017,Kharif,1279.4,25.5,83.3,199.8,36.3,301.0,6.8,290.16,0,1,3.59
Rice,2019,Kharif,1225.1,28.6,90.0,244.9,28.6,292.8,6.67,228.62,1,0,3.91
Soybean,2015,Kharif,653.3,28.3,67.3,132.6,54.0,161.2,7.38,381.05,1,1,2.78
Rice,2019,Kharif,1188.0,26.2,78.4,239.5,38.2,205.5,6.88,470.75,0,1,3.31
Maize,2019,Kharif,715.2,26.1,59.4,209.7,63.3,176.8,7.01,166.65,1,1,6.44
Soybean,2020,Kharif,684.5,26.6,58.5,118.4,38.1,171.2,6.56,455.49,0,1,2.3
Cotton,2023,Kharif,810.2,28.8,77.8,175.5,46.2,192.2,6.74,450.24,0,0,1.89
Turmeric,2015,Kharif,884.0,30.5,77.4,192.9,30.4,235.8,6.26,442.94,0,1,6.64
Wheat,2015,Rabi,501.1,24.7,48.5,239.0,38.2,196.2,6.62,225.39,0,1,2.6
Turmeric,2023,Kharif,858.2,31.0,70.8,175.1,56.0,230.6,6.88,101.54,0,1,8.59
Cotton,2018,Kharif,839.7,27.2,61.8,194.6,44.3,237.5,6.79,91.21,0,0,2.31
Wheat,2016,Rabi,504.8,24.1,53.7,239.6,56.1,225.7,6.69,441.05,0,1,3.44
Turmeric,2021,Kharif,1009.4,29.2,81.7,228.7,48.5,210.6,6.63,403.26,1,1,12.26
Maize,2023,Kharif,700.9,28.0,66.5,136.4,61.4,226.6,7.02,439.63,0,1,5.51
Maize,2018,Kharif,653.0,26.0,66.9,223.9,53.6,100.0,6.73,33.94,0,1,3.7
Maize,2023,Kharif,732.0,26.1,59.8,260.6,49.7,275.2,6.96,34.57,0,1,7.04
Cotton,2020,Kharif,734.3,31.2,71.7,176.6,37.6,208.9,7.01,476.11,0,1,1.54
Rice,2021,Kharif,1114.7,28.3,72.0,183.9,46.5,156.9,6.22,268.73,0,0,3.07
Turmeric,2023,Kharif,891.2,32.0,78.8,193.4,56.7,194.1,6.25,257.06,0,1,8.31
Cotton,2016,Kharif,798.4,28.4,52.9,164.8,36.0,237.2,6.5,219.14,0,0,1.52
Soybean,2020,Kharif,757.0,26.9,61.7,80.0,62.8,167.9,7.31,448.14,0,1,2.84
Turmeric,2021,Kharif,1008.0,29.5,68.0,241.4,62.8,300.2,6.33,490.61,0,1,12.19
Cotton,2021,Kharif,718.3,26.9,60.6,163.6,34.5,233.1,6.75,158.36,0,0,1.67
Cotton,2016,Kharif,721.6,29.0,61.9,143.8,41.4,175.4,7.52,475.85,1,1,1.95
Turmeric,2024,Kharif,1007.7,30.2,68.5,202.4,64.8,245.1,6.85,90.4,1,0,10.63
Wheat,2024,Rabi,561.9,24.5,59.4,229.2,67.6,143.4,7.01,77.17,0,1,3.74
Cotton,2020,Kharif,820.8,27.0,56.4,159.4,41.5,258.1,6.64,490.89,0,1,2.36
Wheat,2024,Rabi,517.3,25.1,63.0,222.3,55.7,211.2,7.58,241.99,0,1,3.14
Cotton,2021,Kharif,717.6,29.5,53.7,173.7,26.8,161.8,6.73,93.34,0,1,1.33
Sugarcane,2015,Summer,1009.8,32.3,82.1,253.4,60.7,311.3,6.96,485.72,0,1,79.32
Cotton,2018,Kharif,771.9,30.4,55.0,216.1,26.3,169.5,7.13,23.1,0,1,1.66
